Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Size,Color,Material,Warranty,Manufacturer,Rating,Shipping_Weight,Delivery_Time,Discount,Eco_Friendly,Shipping_Cost,Shipping_Company,Shipping_Type,Insurance,Return_Policy
2018-06-02,2,June,2018,31,Young Adults (25-34),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",3,1266,2320,2884,3798,6682,Small,Blue,Steel,3 Years,Manufacturer B,5,5.41,2,25,True,73.67,GLS,Same Day,Basic,7 Days
2018-11-08,8,November,2018,34,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",21,42,54,229,882,1111,Small,Green,Aluminum,1 Year,Manufacturer B,5,12.33,1,19,False,77.72,FedEx,Standard,,30 Days
2018-05-24,24,May,2018,26,Young Adults (25-34),M,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,18,1,4,45,18,63,Large,Red,Steel,2 Years,Manufacturer C,4,3.03,5,15,True,61.63,GLS,Same Day,,30 Days
2018-10-12,12,October,2018,20,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,9,1,4,26,9,35,Large,Blue,Steel,Lifetime,Manufacturer B,5,10.88,1,7,True,9.49,Posti,Express,Basic,7 Days
2018-01-24,24,January,2018,43,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Fenders,Fender Set - Mountain,1,8,22,11,8,19,Small,Blue,Carbon Fiber,Lifetime,Manufacturer A,4,2.48,3,28,False,33.34,FedEx,Next Day,Premium,60 Days
2018-12-21,21,December,2018,19,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,114,120,234,Extra Large,Red,Carbon Fiber,Lifetime,Manufacturer B,2,4.48,7,14,True,56.37,UPS,Standard,Premium,7 Days
2018-03-12,12,March,2018,38,Adults (35-64),M,Germany,Brandenburg,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",26,38,50,299,988,1287,Medium,White,Carbon Fiber,2 Years,Manufacturer C,2,7.47,7,8,False,32.35,GLS,Next Day,Basic,60 Days
2018-03-18,18,March,2018,38,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1264,2171,3435,Medium,Red,Carbon Fiber,1 Year,Manufacturer D,1,5.22,2,25,True,97.89,DHL,Next Day,Basic,30 Days
2018-07-10,10,July,2018,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,38,13,51,Large,Blue,Carbon Fiber,Lifetime,Manufacturer A,2,3.79,3,15,True,10.79,GLS,Standard,,7 Days
2018-10-15,15,October,2018,26,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,575,351,926,Medium,Red,Plastic,Lifetime,Manufacturer D,4,1.95,8,20,True,97.14,DHL,Same Day,,60 Days
2018-08-23,23,August,2018,18,Youth (<25),M,Germany,Hamburg,Accessories,Tires and Tubes,ML Mountain Tire,10,11,30,169,110,279,Medium,Blue,Aluminum,2 Years,Manufacturer D,4,2.5,2,9,True,12.97,UPS,Same Day,Basic,7 Days
2018-08-29,29,August,2018,17,Youth (<25),F,Australia,Victoria,Bikes,Road Bikes,"Road-650 Red, 48",1,487,783,132,487,619,Large,Black,Carbon Fiber,2 Years,Manufacturer D,2,11.26,1,0,True,39.97,GLS,Next Day,Basic,7 Days
2018-06-15,15,June,2018,35,Adults (35-64),F,Germany,Saarland,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,312,1083,1395,Small,Green,Carbon Fiber,2 Years,Manufacturer D,3,10.53,1,23,True,27.97,FedEx,Standard,,30 Days
2018-09-22,22,September,2018,49,Adults (35-64),M,France,Seine (Paris),Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,55,52,107,Extra Large,White,Carbon Fiber,3 Years,Manufacturer D,5,10.15,2,10,False,75.45,GLS,Standard,Premium,60 Days
2018-02-20,20,February,2018,40,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,ML Road Tire,13,9,25,156,117,273,Medium,Green,Carbon Fiber,2 Years,Manufacturer D,1,6.2,5,26,True,30.34,UPS,Same Day,Premium,30 Days
2018-10-26,26,October,2018,25,Young Adults (25-34),M,Australia,South Australia,Clothing,Gloves,"Half-Finger Gloves, S",11,9,24,117,99,216,Medium,Black,Aluminum,2 Years,Manufacturer C,1,9.5,9,12,True,29.58,FedEx,Express,,60 Days
2018-11-03,3,November,2018,31,Young Adults (25-34),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,180,420,600,Medium,Red,Carbon Fiber,2 Years,Manufacturer C,1,4.16,5,23,True,61.04,FedEx,Next Day,Basic,60 Days
2018-06-19,19,June,2018,37,Adults (35-64),M,France,Nord,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,397,1083,1480,Extra Large,Blue,Plastic,3 Years,Manufacturer C,5,5.82,1,22,False,64.06,Posti,Express,Premium,30 Days
2018-04-16,16,April,2018,21,Youth (<25),M,France,Yveline,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",17,42,54,-16,714,698,Small,Green,Aluminum,Lifetime,Manufacturer D,4,2.28,5,27,True,25.86,DHL,Express,Premium,No Return
2018-06-27,27,June,2018,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,89,45,134,Small,Black,Steel,2 Years,Manufacturer C,1,1.18,8,12,False,77.71,DHL,Standard,,30 Days
2018-05-01,1,May,2018,40,Adults (35-64),F,Germany,Hamburg,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,45,34,79,Large,White,Carbon Fiber,2 Years,Manufacturer B,4,13.86,8,13,True,23.15,GLS,Same Day,Premium,30 Days
2018-01-17,17,January,2018,45,Adults (35-64),M,United States,California,Clothing,Gloves,"Half-Finger Gloves, M",24,9,24,348,216,564,Extra Large,White,Plastic,Lifetime,Manufacturer D,3,10.32,4,29,True,33.41,GLS,Express,Basic,60 Days
2018-10-23,23,October,2018,19,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,14,12,26,Extra Large,Green,Steel,3 Years,Manufacturer C,4,4.5,3,27,True,23.19,GLS,Next Day,,7 Days
2018-07-05,5,July,2018,23,Youth (<25),M,United States,Oregon,Accessories,Tires and Tubes,ML Road Tire,6,9,25,75,54,129,Large,Black,Carbon Fiber,3 Years,Manufacturer C,5,7.66,6,10,True,47.32,GLS,Next Day,,30 Days
2018-10-13,13,October,2018,19,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,53,56,109,Large,Blue,Carbon Fiber,2 Years,Manufacturer A,2,14.18,7,21,False,49.39,Posti,Same Day,Basic,7 Days
2018-01-07,7,January,2018,37,Adults (35-64),M,France,Garonne (Haute),Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,516,1083,1599,Medium,Blue,Steel,2 Years,Manufacturer C,5,12.58,1,11,False,55.17,DHL,Next Day,Premium,7 Days
2018-10-04,4,October,2018,46,Adults (35-64),F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,8,7,9,15,56,71,Small,Black,Plastic,Lifetime,Manufacturer B,4,7.11,8,13,False,55.73,FedEx,Express,Basic,30 Days
2018-08-05,5,August,2018,50,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,244,1083,1327,Small,Green,Carbon Fiber,1 Year,Manufacturer D,1,10.54,5,20,False,37.11,DHL,Next Day,,30 Days
2018-11-08,8,November,2018,23,Youth (<25),F,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754,Extra Large,Black,Plastic,2 Years,Manufacturer C,2,8.7,8,4,True,52.69,FedEx,Same Day,,60 Days
2018-08-13,13,August,2018,60,Adults (35-64),F,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,13,21,55,428,273,701,Medium,Black,Aluminum,1 Year,Manufacturer B,3,14.51,4,18,True,87.23,Posti,Standard,Premium,60 Days
2018-04-29,29,April,2018,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,14,2,5,33,28,61,Extra Large,Black,Steel,1 Year,Manufacturer A,1,5.44,4,4,False,8.95,Posti,Same Day,Premium,No Return
2018-06-14,14,June,2018,27,Young Adults (25-34),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,1020,1252,2272,Large,Blue,Plastic,Lifetime,Manufacturer D,2,5.58,3,23,True,19.88,FedEx,Standard,,7 Days
2018-08-19,19,August,2018,40,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,32,13,45,Medium,White,Plastic,Lifetime,Manufacturer D,5,7.53,7,20,False,33.29,DHL,Next Day,Basic,No Return
2018-02-06,6,February,2018,37,Adults (35-64),F,United Kingdom,England,Clothing,Vests,"Classic Vest, M",18,24,64,674,432,1106,Small,Green,Steel,Lifetime,Manufacturer C,5,10.97,7,29,True,78.88,DHL,Express,,30 Days
2018-03-14,14,March,2018,26,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Touring Tire Tube,24,2,5,53,48,101,Small,White,Steel,2 Years,Manufacturer B,5,6.73,5,1,True,52.95,GLS,Express,Premium,No Return
2018-05-13,13,May,2018,36,Adults (35-64),F,Australia,Queensland,Accessories,Fenders,Fender Set - Mountain,19,8,22,199,152,351,Small,Blue,Carbon Fiber,2 Years,Manufacturer C,5,14.08,7,26,True,59.12,Posti,Same Day,Basic,7 Days
2018-04-29,29,April,2018,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,14,2,5,33,28,61,Extra Large,Black,Steel,1 Year,Manufacturer A,1,5.44,4,4,False,8.95,Posti,Same Day,Premium,No Return
2018-01-30,30,January,2018,40,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,49,34,83,Extra Large,White,Aluminum,3 Years,Manufacturer B,2,5.8,5,10,False,66.3,DHL,Next Day,,No Return
2018-11-09,9,November,2018,71,Seniors (64+),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,283,234,517,Extra Large,Black,Carbon Fiber,1 Year,Manufacturer C,1,1.68,5,17,False,86.99,GLS,Express,Premium,60 Days
2018-07-10,10,July,2018,28,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,835,2171,3006,Small,Red,Carbon Fiber,Lifetime,Manufacturer A,1,6.29,2,4,False,38.81,GLS,Same Day,,60 Days
2018-08-21,21,August,2018,36,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,17,18,35,Large,Green,Carbon Fiber,2 Years,Manufacturer B,3,14.48,8,2,True,6.74,Posti,Next Day,Premium,60 Days
2018-07-31,31,July,2018,58,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,29,30,59,Extra Large,Blue,Plastic,Lifetime,Manufacturer D,3,8.2,9,25,False,49.84,UPS,Same Day,,60 Days
2018-11-25,25,November,2018,34,Young Adults (25-34),F,United States,California,Accessories,Fenders,Fender Set - Mountain,2,8,22,27,16,43,Medium,Black,Plastic,2 Years,Manufacturer A,2,2.02,6,11,True,10.68,Posti,Express,Premium,No Return
2018-04-16,16,April,2018,18,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,6,1,4,14,6,20,Small,Green,Steel,Lifetime,Manufacturer B,5,13.94,1,2,True,48.9,GLS,Next Day,Premium,60 Days
2018-05-14,14,May,2018,23,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",3,1083,1701,1191,3249,4440,Medium,White,Aluminum,Lifetime,Manufacturer C,5,10.27,3,11,False,51.73,GLS,Next Day,,30 Days
2018-03-01,1,March,2018,24,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,7,7,14,Small,Red,Steel,Lifetime,Manufacturer D,4,5.97,7,17,False,80.18,GLS,Standard,Basic,60 Days
2018-03-30,30,March,2018,40,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",3,308,565,737,924,1661,Medium,White,Carbon Fiber,Lifetime,Manufacturer A,3,7.07,4,2,True,58.7,GLS,Next Day,Premium,30 Days
2018-08-01,1,August,2018,50,Adults (35-64),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,251,208,459,Small,Green,Aluminum,Lifetime,Manufacturer C,2,9.96,4,14,True,61.16,GLS,Same Day,,30 Days
2018-01-08,8,January,2018,33,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,21,22,43,Extra Large,Blue,Plastic,3 Years,Manufacturer C,2,8.53,5,23,True,40.97,Posti,Same Day,,7 Days
2018-05-07,7,May,2018,31,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,3,5,8,Extra Large,Green,Steel,3 Years,Manufacturer D,2,1.62,8,5,False,98.93,GLS,Next Day,,7 Days
2018-01-07,7,January,2018,39,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,49,52,101,Extra Large,Red,Carbon Fiber,1 Year,Manufacturer C,2,6.57,4,11,True,46.72,UPS,Next Day,Basic,60 Days
2018-09-19,19,September,2018,36,Adults (35-64),M,United States,California,Accessories,Fenders,Fender Set - Mountain,18,8,22,244,144,388,Large,White,Carbon Fiber,Lifetime,Manufacturer B,5,2.18,9,7,False,25.91,DHL,Same Day,Basic,No Return
2018-08-05,5,August,2018,42,Adults (35-64),M,United States,Oregon,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,5,4,9,Medium,Blue,Steel,1 Year,Manufacturer A,2,5.57,5,27,True,80.53,UPS,Same Day,,7 Days
2018-09-19,19,September,2018,25,Young Adults (25-34),M,Germany,Hessen,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,499,1083,1582,Small,Green,Carbon Fiber,3 Years,Manufacturer B,3,7.73,6,28,True,99.64,DHL,Next Day,Premium,60 Days
2018-10-05,5,October,2018,32,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,ML Mountain Tire,9,11,30,136,99,235,Extra Large,White,Carbon Fiber,1 Year,Manufacturer B,1,10.36,1,15,False,73.19,DHL,Express,,30 Days
2018-01-08,8,January,2018,33,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,21,22,43,Extra Large,Blue,Plastic,3 Years,Manufacturer C,2,8.53,5,23,True,40.97,Posti,Same Day,,7 Days
2018-12-20,20,December,2018,35,Adults (35-64),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1366,2532,3898,Medium,Black,Carbon Fiber,2 Years,Manufacturer D,5,13.58,4,22,False,95.21,GLS,Same Day,Basic,7 Days
2018-10-16,16,October,2018,44,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,56,40,96,Extra Large,Blue,Carbon Fiber,Lifetime,Manufacturer D,2,10.36,8,17,True,52.31,DHL,Standard,,7 Days
2018-04-14,14,April,2018,59,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,368,221,589,Medium,White,Aluminum,2 Years,Manufacturer C,3,11.36,6,12,False,37.5,DHL,Standard,Premium,No Return
2018-09-30,30,September,2018,37,Adults (35-64),F,Australia,Queensland,Clothing,Caps,AWC Logo Cap,16,7,9,9,112,121,Extra Large,Green,Aluminum,1 Year,Manufacturer A,5,6.37,8,7,True,21.36,DHL,Standard,,7 Days
2018-04-22,22,April,2018,31,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1008,1266,2274,Extra Large,White,Aluminum,Lifetime,Manufacturer C,3,13.14,2,12,True,92.0,Posti,Standard,Basic,30 Days
2018-12-28,28,December,2018,36,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,497,1555,2052,Medium,Red,Steel,3 Years,Manufacturer B,4,8.89,9,22,True,56.54,DHL,Next Day,,60 Days
2018-05-04,4,May,2018,45,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 58",2,344,540,219,688,907,Medium,Black,Steel,3 Years,Manufacturer D,4,1.16,9,26,True,44.67,FedEx,Express,Basic,No Return
2018-06-06,6,June,2018,24,Youth (<25),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,35,24,59,Medium,White,Plastic,1 Year,Manufacturer C,1,4.0,7,0,False,41.87,Posti,Next Day,,30 Days
2018-04-07,7,April,2018,53,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,6,3,9,Large,Blue,Steel,3 Years,Manufacturer B,3,9.22,5,17,False,80.91,GLS,Express,Basic,No Return
2018-09-20,20,September,2018,42,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",17,38,50,196,646,842,Medium,Red,Steel,2 Years,Manufacturer D,3,4.06,9,10,False,18.34,Posti,Same Day,Premium,30 Days
2018-03-05,5,March,2018,45,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,11,8,19,Medium,Red,Plastic,Lifetime,Manufacturer D,5,6.27,7,17,True,72.08,GLS,Standard,,7 Days
2018-04-25,25,April,2018,32,Young Adults (25-34),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,54,39,93,Medium,White,Aluminum,Lifetime,Manufacturer B,5,11.22,1,20,True,41.15,DHL,Express,,30 Days
2018-02-05,5,February,2018,43,Adults (35-64),F,France,Moselle,Clothing,Caps,AWC Logo Cap,22,7,9,20,154,174,Extra Large,Green,Steel,Lifetime,Manufacturer A,2,8.07,8,16,True,92.58,DHL,Next Day,,60 Days
2018-10-12,12,October,2018,42,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,LL Road Tire,27,8,21,272,216,488,Medium,Green,Aluminum,1 Year,Manufacturer C,2,4.69,6,16,True,60.94,DHL,Express,Premium,60 Days
2018-03-05,5,March,2018,17,Youth (<25),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,58,50,108,Small,Black,Aluminum,3 Years,Manufacturer D,5,3.03,9,8,False,74.52,DHL,Standard,Premium,7 Days
2018-05-07,7,May,2018,49,Adults (35-64),M,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",13,38,50,72,494,566,Small,Green,Carbon Fiber,1 Year,Manufacturer B,1,1.97,1,10,False,60.35,UPS,Standard,Basic,30 Days
2018-09-09,9,September,2018,53,Adults (35-64),M,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,30,8,22,334,240,574,Medium,Black,Steel,1 Year,Manufacturer C,4,9.0,4,11,False,69.58,FedEx,Same Day,Premium,60 Days
2018-04-30,30,April,2018,34,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2,Large,Green,Carbon Fiber,3 Years,Manufacturer B,1,2.33,3,19,False,48.69,GLS,Standard,Premium,No Return
2018-04-29,29,April,2018,58,Adults (35-64),F,United States,California,Accessories,Fenders,Fender Set - Mountain,3,8,22,41,24,65,Medium,Black,Steel,Lifetime,Manufacturer A,2,6.45,9,1,True,59.22,DHL,Same Day,Basic,60 Days
2018-10-04,4,October,2018,40,Adults (35-64),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,44,38,82,Small,Green,Plastic,3 Years,Manufacturer D,4,6.21,6,4,False,65.95,FedEx,Same Day,Premium,7 Days
2018-11-18,18,November,2018,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,17,7,24,Small,Red,Plastic,3 Years,Manufacturer D,2,5.15,1,21,False,72.42,FedEx,Standard,Basic,60 Days
2018-05-18,18,May,2018,29,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,9,9,25,115,81,196,Extra Large,Green,Carbon Fiber,3 Years,Manufacturer B,1,7.44,8,19,False,34.59,Posti,Standard,Basic,No Return
2018-11-21,21,November,2018,44,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5,Large,White,Plastic,Lifetime,Manufacturer D,2,11.81,3,23,False,18.17,DHL,Next Day,Premium,60 Days
2018-09-24,24,September,2018,60,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5,Large,Red,Carbon Fiber,2 Years,Manufacturer B,1,6.66,5,26,True,58.85,UPS,Standard,,30 Days
2018-01-10,10,January,2018,35,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,83,56,139,Medium,White,Plastic,1 Year,Manufacturer B,4,6.82,6,12,False,62.63,Posti,Standard,,No Return
2018-10-02,2,October,2018,22,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,397,1083,1480,Small,Black,Aluminum,Lifetime,Manufacturer A,4,9.51,2,11,True,31.46,UPS,Standard,Premium,No Return
2018-10-29,29,October,2018,24,Youth (<25),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,130,118,248,Small,Blue,Carbon Fiber,Lifetime,Manufacturer C,5,7.22,9,28,False,94.69,UPS,Express,Premium,No Return
2018-08-31,31,August,2018,37,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,51,39,90,Medium,Red,Aluminum,2 Years,Manufacturer D,2,3.48,3,25,False,52.56,GLS,Express,Premium,No Return
2018-03-01,1,March,2018,57,Adults (35-64),F,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,9,21,55,301,189,490,Medium,Black,Aluminum,3 Years,Manufacturer C,2,13.01,2,25,True,30.18,GLS,Next Day,Basic,No Return
2018-12-19,19,December,2018,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518,Extra Large,Green,Aluminum,2 Years,Manufacturer D,1,10.53,5,24,True,35.97,UPS,Same Day,Premium,60 Days
2018-02-06,6,February,2018,50,Adults (35-64),F,United States,California,Clothing,Vests,"Classic Vest, S",7,24,64,271,168,439,Small,Green,Aluminum,1 Year,Manufacturer B,2,3.51,3,12,True,41.95,FedEx,Standard,Basic,60 Days
2018-12-27,27,December,2018,23,Youth (<25),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,620,2171,2791,Small,Blue,Plastic,2 Years,Manufacturer A,4,13.79,5,14,False,57.66,FedEx,Express,,7 Days
2018-07-20,20,July,2018,34,Young Adults (25-34),M,France,Val d'Oise,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,6,6,12,Extra Large,Red,Carbon Fiber,1 Year,Manufacturer A,4,8.44,8,19,False,95.7,UPS,Standard,Premium,60 Days
2018-01-29,29,January,2018,28,Young Adults (25-34),F,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,26,30,56,Medium,Blue,Plastic,2 Years,Manufacturer C,3,2.59,3,22,False,73.49,Posti,Express,,No Return
2018-12-28,28,December,2018,26,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,38,26,64,Extra Large,Red,Aluminum,3 Years,Manufacturer D,2,3.73,6,4,True,74.58,UPS,Standard,Premium,7 Days
2018-11-22,22,November,2018,32,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,997,1252,2249,Medium,White,Aluminum,3 Years,Manufacturer B,3,14.62,1,24,False,78.17,FedEx,Same Day,Premium,7 Days
2018-10-17,17,October,2018,27,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,11,9,25,140,99,239,Medium,Black,Carbon Fiber,1 Year,Manufacturer D,4,8.31,7,28,True,32.03,UPS,Express,Premium,No Return
2018-05-27,27,May,2018,31,Young Adults (25-34),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,366,273,639,Extra Large,Blue,Carbon Fiber,3 Years,Manufacturer C,2,13.0,1,4,True,20.25,FedEx,Next Day,Premium,30 Days
2018-10-30,30,October,2018,48,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,18,6,24,Large,Black,Plastic,1 Year,Manufacturer A,5,4.9,3,26,True,16.33,UPS,Standard,,7 Days
2018-06-25,25,June,2018,45,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,185,117,302,Large,Green,Carbon Fiber,2 Years,Manufacturer D,5,6.29,4,25,True,83.51,UPS,Next Day,Premium,No Return
2018-05-12,12,May,2018,23,Youth (<25),F,United States,Washington,Accessories,Tires and Tubes,HL Road Tire,13,12,33,179,156,335,Extra Large,Black,Steel,Lifetime,Manufacturer D,1,1.72,3,2,True,83.67,FedEx,Same Day,Premium,30 Days
2018-10-19,19,October,2018,40,Adults (35-64),M,United States,California,Accessories,Fenders,Fender Set - Mountain,16,8,22,217,128,345,Medium,Blue,Plastic,2 Years,Manufacturer B,5,9.44,7,16,True,93.54,FedEx,Same Day,Premium,30 Days
2018-01-17,17,January,2018,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,13,8,22,179,104,283,Medium,Green,Carbon Fiber,1 Year,Manufacturer A,4,10.27,3,9,True,87.3,UPS,Express,Premium,60 Days
2018-01-25,25,January,2018,38,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1335,2171,3506,Large,Blue,Aluminum,2 Years,Manufacturer A,5,3.43,1,27,True,95.95,GLS,Express,Premium,No Return
2018-01-08,8,January,2018,40,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,951,1252,2203,Small,Blue,Carbon Fiber,3 Years,Manufacturer D,1,14.96,3,26,False,19.73,DHL,Next Day,Premium,60 Days
2018-09-29,29,September,2018,20,Youth (<25),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15,Medium,Red,Steel,Lifetime,Manufacturer C,5,11.96,3,25,True,64.77,FedEx,Next Day,,60 Days
2018-01-11,11,January,2018,30,Young Adults (25-34),F,France,Nord,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,66,56,122,Extra Large,White,Carbon Fiber,2 Years,Manufacturer B,4,10.06,2,12,False,19.72,Posti,Same Day,Basic,60 Days
2018-08-18,18,August,2018,31,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,157,117,274,Extra Large,Green,Steel,1 Year,Manufacturer B,2,9.04,8,24,True,87.74,GLS,Next Day,Premium,30 Days
